year,ISO3,ADM0_FR,ADM0_PCODE,ADM1_FR,ADM1_PCODE,ADM2_FR,ADM2_PCODE,ADM3_FR,ADM3_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Tumba,RW2414,21819,21063,42882,2431,2142,2253,2842,2382,2004,1763,1698,1283,825,587,510,453,300,180,91,75,2460,2118,2184,2629,2521,2332,2046,1785,1078,642,377,308,252,196,83,34,18,4891,4260,4437,5471,4903,4336,3809,3483,2361,1467,964,818,705,496,263,125,93
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Gacurabwenge,RW2801,17240,15667,32907,1866,1960,1995,1878,1387,1170,1318,1281,1152,936,603,508,405,356,200,131,94,1992,1958,2028,1979,1308,1129,1219,1136,893,621,415,326,267,194,108,51,43,3858,3918,4023,3857,2695,2299,2537,2417,2045,1557,1018,834,672,550,308,182,137
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Karama,RW2802,7778,6991,14769,917,913,849,783,523,520,663,594,525,392,282,272,195,159,102,54,35,874,933,903,769,476,484,561,534,371,293,229,190,122,126,63,45,18,1791,1846,1752,1552,999,1004,1224,1128,896,685,511,462,317,285,165,99,53
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Kayenzi,RW2803,16903,15920,32823,1698,1825,1981,1670,1275,1266,1276,1330,1191,960,580,558,413,386,258,145,91,1686,1939,2082,1852,1207,1156,1196,1224,921,749,499,522,335,246,163,98,45,3384,3764,4063,3522,2482,2422,2472,2554,2112,1709,1079,1080,748,632,421,243,136
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Kayumbu,RW2804,8323,7612,15935,823,970,970,850,652,623,571,641,584,469,312,253,192,175,136,58,44,895,993,993,890,603,557,511,537,413,335,273,214,139,111,85,38,25,1718,1963,1963,1740,1255,1180,1082,1178,997,804,585,467,331,286,221,96,69
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Mugina,RW2805,27018,25110,52128,3229,3536,3311,2576,2084,1868,2081,2143,1867,1348,848,674,494,444,307,117,91,3348,3554,3393,2648,1937,1727,1939,1777,1531,1118,729,510,364,258,167,58,52,6577,7090,6704,5224,4021,3595,4020,3920,3398,2466,1577,1184,858,702,474,175,143
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Musambira,RW2806,20101,18365,38466,2157,2380,2286,2069,1547,1360,1530,1616,1316,1097,756,624,511,374,246,131,101,2276,2416,2449,2209,1462,1282,1317,1347,994,776,542,490,358,199,132,69,47,4433,4796,4735,4278,3009,2642,2847,2963,2310,1873,1298,1114,869,573,378,200,148
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Ngamba,RW2807,7478,7017,14495,761,827,815,801,608,514,575,590,503,389,277,257,224,153,93,54,37,786,907,834,850,565,480,534,542,388,298,205,202,161,129,78,40,18,1547,1734,1649,1651,1173,994,1109,1132,891,687,482,459,385,282,171,94,55
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Nyamiyaga,RW2808,28705,26466,55171,3622,3657,3247,2567,2179,2162,2221,2382,1878,1565,898,751,541,515,288,144,88,3797,3924,3489,2734,1873,1770,2062,2084,1445,1094,701,558,416,244,152,77,46,7419,7581,6736,5301,4052,3932,4283,4466,3323,2659,1599,1309,957,759,440,221,134
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Nyarubaka,RW2809,15195,13693,28888,1688,1872,1851,1432,1019,1046,1158,1183,996,848,534,500,418,279,196,106,69,1654,1844,1871,1574,976,950,996,1002,754,590,410,372,277,209,133,54,27,3342,3716,3722,3006,1995,1996,2154,2185,1750,1438,944,872,695,488,329,160,96
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Rugarika,RW2810,25075,23540,48615,3130,3039,2637,2605,2046,1859,2082,1953,1596,1275,753,664,528,387,294,142,85,3317,2995,2773,2755,1981,1795,1947,1770,1324,994,577,465,340,265,131,69,42,6447,6034,5410,5360,4027,3654,4029,3723,2920,2269,1330,1129,868,652,425,211,127
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Rukoma,RW2811,18451,16951,35402,1922,2088,2211,2057,1285,1088,1403,1411,1267,959,682,596,519,422,271,143,127,1913,2089,2264,2157,1341,1132,1264,1193,911,697,507,511,380,274,186,72,60,3835,4177,4475,4214,2626,2220,2667,2604,2178,1656,1189,1107,899,696,457,215,187
2023,RWA,Rwanda,RW,Southern Province,RW2,Kamonyi,RW28,Runda,RW2812,22553,22789,45342,2632,2614,2491,2485,2033,1859,1874,1782,1300,983,608,610,450,438,231,90,73,2761,2691,2592,2678,2259,1902,2138,1728,1313,838,524,492,374,247,150,56,46,5393,5305,5083,5163,4292,3761,4012,3510,2613,1821,1132,1102,824,685,381,146,119
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Cyeza,RW2701,15249,13673,28922,1436,1719,1837,1596,1114,1034,1124,1278,997,816,554,549,428,341,214,121,91,1559,1785,1919,1596,1026,861,935,988,749,612,440,422,342,203,131,67,38,2995,3504,3756,3192,2140,1895,2059,2266,1746,1428,994,971,770,544,345,188,129
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Kabacuzi,RW2702,12633,11404,24037,1258,1472,1539,1234,983,879,968,1021,766,654,474,426,317,270,211,92,69,1303,1453,1558,1293,854,761,804,853,619,493,377,369,273,183,114,61,36,2561,2925,3097,2527,1837,1640,1772,1874,1385,1147,851,795,590,453,325,153,105
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Kibangu,RW2703,9771,8796,18567,1041,1229,1250,1026,766,685,754,695,593,485,298,309,233,180,121,65,41,1027,1265,1263,1016,636,561,619,627,443,348,281,265,199,106,68,46,26,2068,2494,2513,2042,1402,1246,1373,1322,1036,833,579,574,432,286,189,111,67
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Kiyumba,RW2704,8496,7660,16156,835,816,981,881,687,706,635,684,570,474,333,292,237,162,108,58,37,843,876,964,922,640,651,579,573,406,308,245,242,184,120,61,28,18,1678,1692,1945,1803,1327,1357,1214,1257,976,782,578,534,421,282,169,86,55
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Muhanga,RW2705,13115,11911,25026,1437,1600,1657,1257,922,868,963,1079,832,664,464,475,352,212,169,91,73,1386,1646,1753,1311,890,742,771,855,655,516,370,337,275,203,118,50,33,2823,3246,3410,2568,1812,1610,1734,1934,1487,1180,834,812,627,415,287,141,106
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Mushishiro,RW2706,9576,8439,18015,1011,1159,1160,941,714,619,729,754,636,482,348,314,250,188,135,87,49,1015,1161,1129,931,673,609,627,577,434,339,257,206,199,119,83,40,40,2026,2320,2289,1872,1387,1228,1356,1331,1070,821,605,520,449,307,218,127,89
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Nyabinoni,RW2707,7509,6600,14109,862,1020,900,704,572,558,579,532,408,382,241,257,196,118,96,49,35,828,978,905,659,464,458,460,362,307,283,230,283,162,111,53,32,25,1690,1998,1805,1363,1036,1016,1039,894,715,665,471,540,358,229,149,81,60
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Nyamabuye,RW2708,27128,26376,53504,2831,2804,3200,3331,2834,2586,2396,2200,1600,1066,571,494,412,354,215,143,91,2978,2791,3244,2962,2723,2572,2504,2417,1574,943,530,429,311,172,138,61,27,5809,5595,6444,6293,5557,5158,4900,4617,3174,2009,1101,923,723,526,353,204,118
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Nyarusange,RW2709,13739,12256,25995,1477,1637,1620,1385,1048,941,932,1053,877,819,528,411,384,277,185,98,67,1548,1651,1660,1388,971,797,756,767,682,582,382,376,275,218,112,57,34,3025,3288,3280,2773,2019,1738,1688,1820,1559,1401,910,787,659,495,297,155,101
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Rongi,RW2710,17864,16364,34228,1887,2053,2092,1753,1474,1606,1502,1299,1073,844,607,593,412,317,212,74,66,1949,2214,2119,1758,1391,1270,1247,1205,806,580,457,543,339,244,135,57,50,3836,4267,4211,3511,2865,2876,2749,2504,1879,1424,1064,1136,751,561,347,131,116
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Rugendabari,RW2711,8153,7305,15458,745,1021,1052,847,626,544,620,672,500,378,288,274,194,197,94,50,51,737,1011,1096,932,556,472,476,451,355,303,263,242,179,94,80,30,28,1482,2032,2148,1779,1182,1016,1096,1123,855,681,551,516,373,291,174,80,79
2023,RWA,Rwanda,RW,Southern Province,RW2,Muhanga,RW27,Shyogwe,RW2712,24158,28144,52302,2412,2754,2827,2596,1910,1767,1871,2007,1535,1175,893,744,578,491,291,192,115,2648,2633,3000,2817,2201,1834,2082,2495,2093,1903,1328,1225,854,509,321,126,75,5060,5387,5827,5413,4111,3601,3953,4502,3628,3078,2221,1969,1432,1000,612,318,190
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Buruhukiro,RW2501,13277,12127,25404,1536,1779,1769,1532,1096,1044,840,753,789,545,397,365,333,214,136,69,80,1434,1793,1866,1461,998,789,711,760,645,423,352,296,247,153,96,57,46,2970,3572,3635,2993,2094,1833,1551,1513,1434,968,749,661,580,367,232,126,126
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Cyanika,RW2502,14453,13297,27750,1442,1780,1993,1479,1032,949,988,1039,996,740,485,456,391,337,187,82,77,1490,1894,1965,1509,950,829,781,861,855,626,414,368,327,206,124,65,33,2932,3674,3958,2988,1982,1778,1769,1900,1851,1366,899,824,718,543,311,147,110
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Gasaka,RW2503,31312,32569,63881,3653,3925,4338,3967,2758,2094,2149,2282,1846,1255,801,688,593,464,265,139,95,3792,4095,4210,3413,2450,1994,1885,2218,2082,1774,1259,1193,982,626,380,141,75,7445,8020,8548,7380,5208,4088,4034,4500,3928,3029,2060,1881,1575,1090,645,280,170
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Gatare,RW2504,8146,7429,15575,893,979,1057,989,695,590,502,570,466,384,308,212,184,115,101,46,55,906,1048,1055,948,652,500,401,448,350,305,227,217,155,98,61,27,31,1799,2027,2112,1937,1347,1090,903,1018,816,689,535,429,339,213,162,73,86
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Kaduha,RW2505,12156,10979,23135,1443,1544,1379,1330,916,878,851,923,666,558,429,401,303,241,143,80,71,1483,1556,1527,1286,888,714,699,736,540,396,306,269,223,155,110,56,35,2926,3100,2906,2616,1804,1592,1550,1659,1206,954,735,670,526,396,253,136,106
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Kamegeri,RW2506,7884,6976,14860,835,989,985,868,619,505,511,555,517,405,248,247,248,143,119,49,41,792,1042,1002,834,558,425,418,446,384,291,171,195,198,97,78,26,19,1627,2031,1987,1702,1177,930,929,1001,901,696,419,442,446,240,197,75,60
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Kibirizi,RW2507,12450,11386,23836,1275,1587,1779,1438,928,838,782,827,768,554,410,370,365,244,164,63,58,1369,1593,1736,1386,882,759,646,623,656,510,325,266,262,197,98,46,32,2644,3180,3515,2824,1810,1597,1428,1450,1424,1064,735,636,627,441,262,109,90
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Kibumbwe,RW2508,6915,5964,12879,875,847,809,743,559,513,477,466,375,317,246,220,176,122,103,32,35,868,874,812,688,528,454,351,374,261,172,158,144,91,79,73,22,15,1743,1721,1621,1431,1087,967,828,840,636,489,404,364,267,201,176,54,50
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Kitabi,RW2509,14144,12924,27068,1657,1840,1977,1680,1220,958,910,835,683,596,479,393,356,272,147,75,66,1639,1918,2042,1568,1089,867,775,743,573,397,381,296,274,180,102,41,39,3296,3758,4019,3248,2309,1825,1685,1578,1256,993,860,689,630,452,249,116,105
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Mbazi,RW2510,7348,6597,13945,833,928,903,735,559,543,491,515,465,382,241,249,182,135,105,35,47,760,899,930,774,504,497,435,398,393,276,194,179,137,110,70,22,19,1593,1827,1833,1509,1063,1040,926,913,858,658,435,428,319,245,175,57,66
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Mugano,RW2511,9122,8380,17502,1121,1188,1108,890,669,661,609,695,559,394,329,280,226,189,94,65,45,1116,1171,1157,968,660,587,540,555,399,337,251,216,167,127,73,30,26,2237,2359,2265,1858,1329,1248,1149,1250,958,731,580,496,393,316,167,95,71
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Musange,RW2512,13615,12395,26010,1626,1682,1639,1266,921,936,986,1030,853,656,516,467,381,321,193,72,70,1656,1770,1679,1394,964,801,858,842,596,459,377,298,278,194,141,46,42,3282,3452,3318,2660,1885,1737,1844,1872,1449,1115,893,765,659,515,334,118,112
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Musebeya,RW2513,8396,7396,15792,808,1076,1154,1007,689,547,529,599,499,398,312,223,191,150,81,65,68,844,1094,1064,1014,602,471,426,464,365,278,235,199,129,94,53,34,30,1652,2170,2218,2021,1291,1018,955,1063,864,676,547,422,320,244,134,99,98
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Mushubi,RW2514,6457,5587,12044,665,770,796,765,576,441,425,459,382,287,249,236,156,91,71,44,44,720,757,814,672,499,388,318,344,255,218,150,171,108,71,51,31,20,1385,1527,1610,1437,1075,829,743,803,637,505,399,407,264,162,122,75,64
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Nkomane,RW2515,7989,7038,15027,881,924,1042,1000,709,548,455,480,454,400,339,231,192,124,88,60,62,887,901,1028,975,683,500,391,381,295,223,228,196,120,99,75,24,32,1768,1825,2070,1975,1392,1048,846,861,749,623,567,427,312,223,163,84,94
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Tare,RW2516,13507,12039,25546,1465,1716,1934,1587,1088,975,820,881,730,622,499,366,282,224,158,93,67,1538,1793,1772,1549,961,815,691,643,605,474,340,298,214,175,93,44,34,3003,3509,3706,3136,2049,1790,1511,1524,1335,1096,839,664,496,399,251,137,101
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyamagabe,RW25,Uwinkingi,RW2517,14154,12720,26874,1595,1868,2069,1659,1146,979,833,886,777,600,473,379,309,251,172,84,74,1602,1869,1939,1587,991,827,687,682,663,478,381,330,276,194,125,45,44,3197,3737,4008,3246,2137,1806,1520,1568,1440,1078,854,709,585,445,297,129,118
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Busasamana,RW2101,24732,24760,49492,2861,2740,2917,2610,2356,2108,1823,1891,1360,1075,742,651,535,497,298,160,108,3062,2968,2970,2987,2611,2257,2018,1865,1243,877,521,471,352,280,164,68,46,5923,5708,5887,5597,4967,4365,3841,3756,2603,1952,1263,1122,887,777,462,228,154
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Busoro,RW2102,22649,21463,44112,2929,3006,2669,2020,1784,1603,1754,1657,1460,1052,767,627,476,426,221,126,72,2980,3107,2764,2244,1726,1492,1804,1483,1175,845,539,441,345,265,152,61,40,5909,6113,5433,4264,3510,3095,3558,3140,2635,1897,1306,1068,821,691,373,187,112
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Cyabakamyi,RW2103,13214,11812,25026,1452,1660,1502,1215,900,895,919,991,878,710,488,436,392,373,243,93,67,1535,1789,1508,1253,895,731,825,822,573,502,361,291,311,192,123,59,42,2987,3449,3010,2468,1795,1626,1744,1813,1451,1212,849,727,703,565,366,152,109
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Kibilizi,RW2104,22561,20962,43523,3051,2947,2540,1945,1797,1707,1704,1605,1317,1075,794,732,508,409,254,107,69,3080,3216,2617,2286,1799,1478,1617,1366,924,799,540,464,303,242,125,63,43,6131,6163,5157,4231,3596,3185,3321,2971,2241,1874,1334,1196,811,651,379,170,112
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Kigoma,RW2105,21851,20372,42223,2653,2833,2812,2065,1632,1532,1561,1515,1364,1046,790,638,499,447,267,98,99,2814,2856,2817,2194,1670,1417,1459,1387,1044,766,536,453,422,238,185,66,48,5467,5689,5629,4259,3302,2949,3020,2902,2408,1812,1326,1091,921,685,452,164,147
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Mukingo,RW2106,39320,47415,86735,4397,4795,4725,3477,2987,2570,2424,3086,2585,2111,1391,1229,1452,928,716,241,206,4482,4899,4759,4008,2994,2660,2942,3918,3855,3370,2623,2343,1956,1429,697,295,185,8879,9694,9484,7485,5981,5230,5366,7004,6440,5481,4014,3572,3408,2357,1413,536,391
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Muyira,RW2107,26890,24512,51402,3650,3555,2927,2415,2086,1900,1870,1894,1739,1545,966,783,591,444,290,129,106,3636,3689,3371,2772,2177,1718,1812,1546,1101,893,555,437,380,212,111,55,47,7286,7244,6298,5187,4263,3618,3682,3440,2840,2438,1521,1220,971,656,401,184,153
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Ntyazo,RW2108,21305,19705,41010,2943,2865,2395,1883,1619,1529,1533,1532,1238,1179,734,630,434,406,196,129,60,2960,2841,2415,2154,1624,1465,1513,1252,1011,806,559,435,290,182,123,41,34,5903,5706,4810,4037,3243,2994,3046,2784,2249,1985,1293,1065,724,588,319,170,94
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Nyagisozi,RW2109,15402,14128,29530,1791,2003,1970,1624,1022,1058,1085,1093,995,705,498,491,380,332,189,91,75,1726,2071,1907,1585,1014,987,882,928,866,589,453,352,305,202,156,60,45,3517,4074,3877,3209,2036,2045,1967,2021,1861,1294,951,843,685,534,345,151,120
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyanza,RW21,Rwabicuma,RW2110,12476,11339,23815,1595,1569,1305,1062,1029,944,927,846,803,677,437,352,357,270,164,77,62,1676,1542,1405,1299,1064,900,790,705,520,440,293,233,198,111,97,42,24,3271,3111,2710,2361,2093,1844,1717,1551,1323,1117,730,585,555,381,261,119,86
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Busanze,RW2301,17062,16053,33115,2096,2436,2372,1830,1289,1124,1063,1106,889,679,561,510,405,298,193,99,112,2190,2506,2445,2013,1227,958,896,963,740,491,447,405,349,174,130,67,52,4286,4942,4817,3843,2516,2082,1959,2069,1629,1170,1008,915,754,472,323,166,164
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Cyahinda,RW2302,12566,11470,24036,1514,1740,1714,1385,948,788,844,865,656,481,357,378,344,285,148,62,57,1546,1759,1726,1444,878,674,722,718,496,336,258,286,267,161,127,43,29,3060,3499,3440,2829,1826,1462,1566,1583,1152,817,615,664,611,446,275,105,86
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Kibeho,RW2303,13560,12812,26372,1525,1722,1713,1466,1250,890,934,887,794,547,455,386,368,281,165,101,76,1634,1799,1713,1698,1154,864,729,741,649,443,362,312,308,182,114,73,37,3159,3521,3426,3164,2404,1754,1663,1628,1443,990,817,698,676,463,279,174,113
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Kivu,RW2304,10062,9357,19419,1204,1449,1308,1204,784,656,587,662,540,407,327,254,255,183,124,75,43,1203,1517,1421,1220,798,568,560,422,398,319,243,204,205,97,102,52,28,2407,2966,2729,2424,1582,1224,1147,1084,938,726,570,458,460,280,226,127,71
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Mata,RW2305,8611,8092,16703,957,1022,1117,953,745,550,567,605,511,421,287,247,249,181,86,64,49,862,1062,1219,956,733,479,456,448,468,371,282,234,218,131,106,41,26,1819,2084,2336,1909,1478,1029,1023,1053,979,792,569,481,467,312,192,105,75
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Muganza,RW2306,10898,9894,20792,1208,1557,1529,1312,788,597,678,688,631,480,317,322,296,221,117,84,73,1168,1667,1531,1393,853,492,593,409,438,376,236,220,235,114,99,32,38,2376,3224,3060,2705,1641,1089,1271,1097,1069,856,553,542,531,335,216,116,111
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Munini,RW2307,7045,6507,13552,848,967,962,790,565,421,462,506,396,268,230,194,160,129,71,48,28,867,1046,1000,840,554,381,381,380,292,186,163,124,114,91,49,22,17,1715,2013,1962,1630,1119,802,843,886,688,454,393,318,274,220,120,70,45
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Ngera,RW2308,12075,10607,22682,1391,1411,1404,1283,964,821,803,777,765,593,446,461,412,273,150,73,48,1443,1391,1443,1400,888,700,703,644,521,340,281,282,275,174,81,24,17,2834,2802,2847,2683,1852,1521,1506,1421,1286,933,727,743,687,447,231,97,65
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Ngoma,RW2309,15444,14174,29618,2015,2017,1863,1532,1004,1054,1162,1182,815,743,512,469,441,318,173,92,52,2003,2046,1835,1613,1007,970,961,980,771,552,365,396,311,190,112,33,29,4018,4063,3698,3145,2011,2024,2123,2162,1586,1295,877,865,752,508,285,125,81
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Nyabimata,RW2310,8897,7926,16823,1003,1285,1253,1109,727,532,501,563,533,395,259,233,191,129,95,48,41,996,1382,1199,1090,680,461,435,401,329,245,187,172,147,83,70,26,23,1999,2667,2452,2199,1407,993,936,964,862,640,446,405,338,212,165,74,64
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Nyagisozi,RW2311,10008,9298,19306,1186,1340,1266,1140,717,664,732,657,514,381,329,320,285,233,132,73,39,1179,1426,1293,1124,731,602,640,641,412,272,235,249,205,154,72,43,20,2365,2766,2559,2264,1448,1266,1372,1298,926,653,564,569,490,387,204,116,59
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Ruheru,RW2312,32295,29736,62031,4134,4965,4741,3853,2332,1883,1897,1812,1977,1151,872,809,696,464,376,164,169,3969,5064,4793,4347,2440,1601,1469,1714,1297,783,603,465,469,271,260,103,88,8103,10029,9534,8200,4772,3484,3366,3526,3274,1934,1475,1274,1165,735,636,267,257
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Ruramba,RW2313,9705,8938,18643,993,1312,1297,1132,834,587,583,679,539,447,342,284,234,204,99,87,52,1003,1269,1422,1161,793,550,502,538,415,299,267,231,188,123,100,47,30,1996,2581,2719,2293,1627,1137,1085,1217,954,746,609,515,422,327,199,134,82
2023,RWA,Rwanda,RW,Southern Province,RW2,Nyaruguru,RW23,Rusenge,RW2314,14818,13377,28195,1803,1859,1780,1516,1209,936,967,1016,878,663,525,476,426,368,219,102,75,1937,1969,1852,1617,1170,870,860,715,565,392,353,325,327,214,133,45,33,3740,3828,3632,3133,2379,1806,1827,1731,1443,1055,878,801,753,582,352,147,108
2023,RWA,Rwanda,RW,Southern Province,RW2,Ruhango,RW26,Bweramana,RW2601,18034,16733,34767,2042,2177,2019,1834,1429,1328,1258,1408,1095,831,647,563,488,449,272,103,91,2027,2172,2006,1926,1424,1324,1212,1240,873,687,461,445,401,263,144,79,49,4069,4349,4025,3760,2853,2652,2470,2648,1968,1518,1108,1008,889,712,416,182,140
2023,RWA,Rwanda,RW,Southern Province,RW2,Ruhango,RW26,Byimana,RW2602,19073,17473,36546,1960,2211,2215,1929,1396,1220,1431,1546,1323,1079,624,629,524,463,270,164,89,1899,2214,2302,2055,1365,1193,1215,1279,1026,856,592,463,392,305,192,82,43,3859,4425,4517,3984,2761,2413,2646,2825,2349,1935,1216,1092,916,768,462,246,132
2023,RWA,Rwanda,RW,Southern Province,RW2,Ruhango,RW26,Kabagali,RW2603,14060,12626,26686,1662,1700,1674,1306,1057,948,926,1082,876,741,528,456,339,374,237,78,76,1730,1726,1779,1449,1018,820,815,758,631,525,369,333,253,206,129,46,39,3392,3426,3453,2755,2075,1768,1741,1840,1507,1266,897,789,592,580,366,124,115
2023,RWA,Rwanda,RW,Southern Province,RW2,Ruhango,RW26,Kinazi,RW2604,36824,34574,71398,4855,5121,4153,3285,3026,2681,3042,2796,2296,1647,1168,883,670,615,339,149,98,5040,5235,4243,3721,3026,2624,2733,2333,1887,1254,862,586,449,287,167,78,49,9895,10356,8396,7006,6052,5305,5775,5129,4183,2901,2030,1469,1119,902,506,227,147
2023,RWA,Rwanda,RW,Southern Province,RW2,Ruhango,RW26,Kinihira,RW2605,14125,12608,26733,1503,1709,1712,1400,1075,879,974,1049,854,786,538,464,437,379,197,101,68,1468,1744,1781,1481,942,824,833,774,687,552,391,365,303,232,133,57,41,2971,3453,3493,2881,2017,1703,1807,1823,1541,1338,929,829,740,611,330,158,109
2023,RWA,Rwanda,RW,Southern Province,RW2,Ruhango,RW26,Mbuye,RW2606,25348,23495,48843,2907,3243,3022,2455,1977,1790,1961,1894,1629,1282,918,762,571,454,259,128,96,3039,3441,3122,2628,1854,1660,1782,1564,1302,958,640,547,397,270,180,61,50,5946,6684,6144,5083,3831,3450,3743,3458,2931,2240,1558,1309,968,724,439,189,146
2023,RWA,Rwanda,RW,Southern Province,RW2,Ruhango,RW26,Mwendo,RW2607,15507,14682,30189,1662,1816,1802,1545,1189,1127,1056,1070,961,834,635,564,458,350,240,105,93,1780,1827,1875,1590,1215,1019,929,974,807,733,547,444,378,270,189,58,47,3442,3643,3677,3135,2404,2146,1985,2044,1768,1567,1182,1008,836,620,429,163,140
2023,RWA,Rwanda,RW,Southern Province,RW2,Ruhango,RW26,Ntongwe,RW2608,17971,16082,34053,2300,2265,2003,1639,1529,1266,1381,1273,1125,925,607,498,401,373,227,85,74,2350,2394,2085,1830,1477,1221,1214,988,742,602,353,268,227,156,89,43,43,4650,4659,4088,3469,3006,2487,2595,2261,1867,1527,960,766,628,529,316,128,117
2023,RWA,Rwanda,RW,Southern Province,RW2,Ruhango,RW26,Ruhango,RW2609,39673,37475,77148,4419,4692,4763,4249,3425,2824,2859,2930,2474,2031,1384,1079,902,808,456,190,188,4554,4877,5117,4317,3416,2833,2779,2449,2082,1609,1118,786,599,465,277,104,93,8973,9569,9880,8566,6841,5657,5638,5379,4556,3640,2502,1865,1501,1273,733,294,281
