year,ISO3,ADM0_FR,ADM0_PCODE,ADM1_FR,ADM1_PCODE,ADM2_FR,ADM2_PCODE,ADM3_FR,ADM3_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Nyakaliro,RW5112,12016,11900,23916,1496,1412,1435,1227,1037,950,1029,1102,700,399,249,258,269,258,107,49,39,1545,1485,1433,1344,1059,1000,964,1074,639,358,246,203,210,175,110,38,17,3041,2897,2868,2571,2096,1950,1993,2176,1339,757,495,461,479,433,217,87,56
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Nzige,RW5113,9008,8515,17523,955,1089,1063,1003,732,650,758,831,573,364,227,221,196,165,97,53,31,1056,1138,1176,1048,745,580,589,719,477,294,171,142,144,130,53,38,15,2011,2227,2239,2051,1477,1230,1347,1550,1050,658,398,363,340,295,150,91,46
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Rubona,RW5114,17591,16361,33952,2311,2143,1841,1691,1394,1310,1350,1453,1154,872,536,513,414,305,160,89,55,2297,2270,1929,1875,1517,1175,1134,1256,869,629,392,353,256,223,116,46,24,4608,4413,3770,3566,2911,2485,2484,2709,2023,1501,928,866,670,528,276,135,79
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Bumbogo,RW1201,34562,35643,70205,5402,4040,3158,3160,3797,3294,3114,2810,1909,1244,738,570,444,355,273,148,106,5767,4239,3124,3152,3811,3794,3985,2907,1791,1074,647,489,352,226,173,77,35,11169,8279,6282,6312,7608,7088,7099,5717,3700,2318,1385,1059,796,581,446,225,141
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Gatsata,RW1202,27513,31455,58968,3502,2710,2665,3700,3885,3201,2617,2075,1295,667,410,266,201,150,91,42,36,3496,2788,2522,3205,4642,4400,3821,2881,1654,900,461,285,213,101,61,14,11,6998,5498,5187,6905,8527,7601,6438,4956,2949,1567,871,551,414,251,152,56,47
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Gikomero,RW1203,10309,9992,20301,1436,1406,1145,993,851,692,750,797,617,479,299,221,240,168,106,62,47,1485,1462,1131,1018,922,687,731,688,525,444,217,217,187,125,90,38,25,2921,2868,2276,2011,1773,1379,1481,1485,1142,923,516,438,427,293,196,100,72
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Gisozi,RW1204,67620,78919,146539,9176,6432,5940,8159,10587,8962,6675,5017,2779,1521,673,513,469,362,169,99,87,9414,6757,5605,6630,11275,11973,10144,8061,4276,2207,958,742,380,325,104,42,26,18590,13189,11545,14789,21862,20935,16819,13078,7055,3728,1631,1255,849,687,273,141,113
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Jabana,RW1205,25695,26418,52113,3302,2823,2715,2912,2515,2152,2214,2102,1459,1045,615,576,454,363,211,136,101,3247,2887,2752,2954,2742,2361,2419,2353,1565,1065,576,605,425,223,158,54,32,6549,5710,5467,5866,5257,4513,4633,4455,3024,2110,1191,1181,879,586,369,190,133
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Jali,RW1206,15709,15018,30727,1735,1750,1715,1769,1533,1263,1336,1242,970,686,420,393,343,252,161,83,58,1809,1780,1745,1798,1598,1286,1433,1081,789,518,345,293,253,126,77,58,29,3544,3530,3460,3567,3131,2549,2769,2323,1759,1204,765,686,596,378,238,141,87
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Kacyiru,RW1207,16353,19325,35678,1501,1455,1722,2283,2330,1724,1496,1405,946,598,274,223,150,123,62,25,36,1600,1439,1688,2049,2963,2755,2243,1784,1096,703,378,276,171,111,35,22,12,3101,2894,3410,4332,5293,4479,3739,3189,2042,1301,652,499,321,234,97,47,48
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Kimihurura,RW1208,7577,10085,17662,750,698,800,947,1052,851,705,685,414,263,136,102,73,62,17,10,12,771,725,791,857,1559,1481,1249,1123,598,364,198,160,112,66,18,9,4,1521,1423,1591,1804,2611,2332,1954,1808,1012,627,334,262,185,128,35,19,16
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Kimironko,RW1209,36033,47115,83148,3450,2971,3216,4842,5588,4186,3371,3038,2064,1238,585,460,337,300,181,98,108,3545,3082,3318,4146,6859,6252,4809,4601,3477,2624,1457,1153,895,499,269,85,44,6995,6053,6534,8988,12447,10438,8180,7639,5541,3862,2042,1613,1232,799,450,183,152
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Kinyinya,RW1210,67118,77467,144585,10567,7137,5792,6837,8886,8128,6761,5040,2996,1893,922,721,489,439,247,140,123,10604,7287,5903,5738,9358,10280,10437,8099,4509,2333,1196,747,470,264,151,61,30,21171,14424,11695,12575,18244,18408,17198,13139,7505,4226,2118,1468,959,703,398,201,153
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Ndera,RW1211,39508,42807,82315,6089,4493,3687,4003,4637,4031,3425,2903,1954,1318,768,649,517,393,303,196,142,6165,4605,3772,4156,5039,4891,4647,3725,2130,1368,687,586,378,332,167,98,61,12254,9098,7459,8159,9676,8922,8072,6628,4084,2686,1455,1235,895,725,470,294,203
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Nduba,RW1212,19493,18699,38192,2768,2392,1957,1773,1743,1538,1590,1554,1126,922,567,533,387,283,182,106,72,2808,2436,1897,1910,1769,1606,1667,1380,915,736,450,412,286,221,135,45,26,5576,4828,3854,3683,3512,3144,3257,2934,2041,1658,1017,945,673,504,317,151,98
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Remera,RW1213,29699,36122,65821,3343,2665,2718,3550,4484,3901,3038,2281,1504,868,466,320,227,128,83,66,57,3630,2868,2652,3072,5323,5613,4686,3654,1949,1099,558,443,302,164,73,21,15,6973,5533,5370,6622,9807,9514,7724,5935,3453,1967,1024,763,529,292,156,87,72
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Rusororo,RW1214,23677,24325,48002,3344,2615,2563,2660,2592,1999,1924,1813,1246,864,533,467,360,289,228,105,75,3278,2759,2456,2622,2656,2321,2232,2106,1342,822,517,427,330,213,165,46,33,6622,5374,5019,5282,5248,4320,4156,3919,2588,1686,1050,894,690,502,393,151,108
2023,RWA,Rwanda,RW,Kigali City,RW1,Gasabo,RW12,Rutunga,RW1215,11233,10317,21550,1547,1482,1204,1014,968,741,810,849,706,557,348,330,245,190,115,74,53,1575,1485,1141,1119,1015,749,738,715,459,401,251,261,170,118,53,46,21,3122,2967,2345,2133,1983,1490,1548,1564,1165,958,599,591,415,308,168,120,74
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Gahanga,RW1301,28520,29287,57807,4376,3501,2991,2609,3148,2707,2624,2061,1334,1000,621,513,366,306,186,91,86,4423,3441,2931,2812,3171,3061,3110,2350,1554,811,501,409,312,170,122,70,39,8799,6942,5922,5421,6319,5768,5734,4411,2888,1811,1122,922,678,476,308,161,125
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Gatenga,RW1302,51074,56400,107474,6345,5432,5369,6436,6329,5692,4918,4232,2413,1416,788,572,403,321,213,106,89,6472,5614,5545,5373,7133,6668,6376,5417,3418,1793,916,654,482,316,138,51,34,12817,11046,10914,11809,13462,12360,11294,9649,5831,3209,1704,1226,885,637,351,157,123
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Gikondo,RW1303,5514,6627,12141,495,457,545,762,796,688,510,443,289,175,116,76,62,55,19,15,11,582,496,532,748,1044,924,794,635,322,217,115,95,66,33,16,6,2,1077,953,1077,1510,1840,1612,1304,1078,611,392,231,171,128,88,35,21,13
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Kagarama,RW1304,6102,7186,13288,664,609,603,771,835,693,554,540,335,169,111,65,53,45,27,15,13,652,642,691,717,1076,797,725,807,486,275,111,89,58,31,17,8,4,1316,1251,1294,1488,1911,1490,1279,1347,821,444,222,154,111,76,44,23,17
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Kanombe,RW1305,33895,36320,70215,3782,3133,3240,4589,4913,3897,3278,2716,1648,984,499,365,266,213,168,120,84,3899,3151,3290,3619,5020,4425,4037,3719,2216,1267,672,416,246,182,101,34,26,7681,6284,6530,8208,9933,8322,7315,6435,3864,2251,1171,781,512,395,269,154,110
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Kicukiro,RW1306,7488,8601,16089,656,614,755,1073,1142,872,673,640,423,263,104,109,68,42,18,20,16,657,640,748,952,1336,1204,969,858,548,280,148,117,74,40,24,2,4,1313,1254,1503,2025,2478,2076,1642,1498,971,543,252,226,142,82,42,22,20
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Kigarama,RW1307,29216,32276,61492,3204,3043,3211,3905,3818,3063,2672,2317,1494,982,506,364,222,195,99,70,51,3338,3087,3201,3477,4308,3840,3531,3017,1919,1073,606,385,243,131,71,32,17,6542,6130,6412,7382,8126,6903,6203,5334,3413,2055,1112,749,465,326,170,102,68
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Masaka,RW1308,31847,32175,64022,4245,3531,3272,3731,3228,2809,2785,2756,1784,1050,614,487,462,525,302,158,108,4341,3493,3330,3263,3337,3066,3071,3010,1998,1166,552,437,361,354,241,112,43,8586,7024,6602,6994,6565,5875,5856,5766,3782,2216,1166,924,823,879,543,270,151
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Niboye,RW1309,15710,17292,33002,1254,1263,1468,2238,2501,1815,1472,1383,947,568,242,173,102,135,75,36,38,1304,1293,1625,1800,2613,2280,1930,1762,1124,699,324,249,147,81,36,15,10,2558,2556,3093,4038,5114,4095,3402,3145,2071,1267,566,422,249,216,111,51,48
2023,RWA,Rwanda,RW,Kigali City,RW1,Kicukiro,RW13,Nyarugunga,RW1310,26032,29902,55934,2572,2221,2422,3946,3984,3046,2510,2121,1253,701,370,262,182,177,119,87,59,2572,2420,2427,3070,4618,4003,3342,3284,1961,984,486,327,162,152,37,39,18,5144,4641,4849,7016,8602,7049,5852,5405,3214,1685,856,589,344,329,156,126,77
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Gitega,RW1101,12845,14559,27404,1385,1236,1345,1783,1726,1475,1257,973,594,385,218,182,120,80,45,22,19,1363,1254,1306,1454,2140,2055,1759,1382,793,407,219,163,151,70,29,9,5,2748,2490,2651,3237,3866,3530,3016,2355,1387,792,437,345,271,150,74,31,24
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Kanyinya,RW1102,24528,24739,49267,3644,3027,2405,2297,2561,2291,2375,1957,1233,793,489,459,372,225,212,105,83,3579,3041,2339,2484,2449,2377,2780,2088,1386,741,494,370,273,209,61,45,23,7223,6068,4744,4781,5010,4668,5155,4045,2619,1534,983,829,645,434,273,150,106
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Kigali,RW1103,24810,26936,51746,3782,2851,2323,2476,2768,2526,2273,1855,1280,792,495,475,359,266,158,70,61,3766,3025,2455,2621,3137,3087,3040,2326,1287,700,428,399,297,198,89,52,29,7548,5876,4778,5097,5905,5613,5313,4181,2567,1492,923,874,656,464,247,122,90
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Kimisagara,RW1104,28786,32746,61532,3524,3053,3142,3939,3845,3203,2619,2195,1410,786,338,259,204,114,82,38,35,3597,3094,3104,3304,4494,4507,3886,3181,1670,912,424,280,151,76,44,11,11,7121,6147,6246,7243,8339,7710,6505,5376,3080,1698,762,539,355,190,126,49,46
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Mageregere,RW1105,18367,18122,36489,2890,2153,1734,1536,1681,1538,1610,1519,1149,731,470,413,332,304,186,76,45,2870,2257,1774,1651,1693,1639,1623,1403,964,686,412,344,381,214,133,48,30,5760,4410,3508,3187,3374,3177,3233,2922,2113,1417,882,757,713,518,319,124,75
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Muhima,RW1106,7756,11169,18925,713,607,665,1072,1159,951,723,624,426,250,135,157,120,77,33,24,20,697,626,669,1022,1691,1689,1488,1217,751,474,263,227,181,113,40,14,7,1410,1233,1334,2094,2850,2640,2211,1841,1177,724,398,384,301,190,73,38,27
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Nyakabanda,RW1107,12456,14055,26511,1287,1192,1364,1589,1630,1403,1183,1055,649,426,204,173,97,99,54,26,25,1397,1272,1387,1420,1782,1617,1685,1385,905,486,271,181,133,81,31,14,8,2684,2464,2751,3009,3412,3020,2868,2440,1554,912,475,354,230,180,85,40,33
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Nyamirambo,RW1108,28819,30421,59240,3137,2782,2896,3898,3723,3016,2698,2391,1635,902,506,364,317,271,140,77,66,3170,2954,3096,3343,3760,3313,3181,2949,1907,1115,545,420,293,236,84,39,16,6307,5736,5992,7241,7483,6329,5879,5340,3542,2017,1051,784,610,507,224,116,82
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Nyarugenge,RW1109,5697,6907,12604,523,512,583,775,754,605,558,461,300,188,122,108,77,65,35,16,15,522,543,596,735,1022,941,797,679,399,226,135,107,88,71,29,10,7,1045,1055,1179,1510,1776,1546,1355,1140,699,414,257,215,165,136,64,26,22
2023,RWA,Rwanda,RW,Kigali City,RW1,Nyarugenge,RW11,Rwezamenyo,RW1110,6516,7327,13843,517,489,603,1047,946,793,616,503,329,199,140,102,82,77,38,19,16,565,523,603,849,1098,1041,912,662,395,257,114,97,96,72,29,11,3,1082,1012,1206,1896,2044,1834,1528,1165,724,456,254,199,178,149,67,30,19
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Bungwe,RW4401,6756,6378,13134,678,876,970,766,474,455,470,521,313,278,207,238,185,174,69,47,35,748,835,947,847,517,474,456,418,262,200,157,159,134,131,50,27,16,1426,1711,1917,1613,991,929,926,939,575,478,364,397,319,305,119,74,51
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Butaro,RW4402,14944,13912,28856,1681,1998,2303,1737,1285,942,934,1078,647,603,394,362,313,327,164,91,85,1717,2003,2273,1771,1313,950,786,843,634,447,295,261,228,178,106,58,49,3398,4001,4576,3508,2598,1892,1720,1921,1281,1050,689,623,541,505,270,149,134
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Cyanika,RW4403,21831,21244,43075,2746,2942,3103,2490,2039,1432,1268,1327,1036,803,650,514,505,388,295,183,110,2671,3028,3251,2706,2237,1527,1180,1163,842,722,527,406,376,277,179,106,46,5417,5970,6354,5196,4276,2959,2448,2490,1878,1525,1177,920,881,665,474,289,156
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Cyeru,RW4404,3887,3559,7446,417,497,560,476,349,274,253,228,170,159,106,122,105,78,49,22,22,440,509,513,438,385,262,242,177,136,111,75,85,84,53,32,9,8,857,1006,1073,914,734,536,495,405,306,270,181,207,189,131,81,31,30
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Gahunga,RW4405,17102,16037,33139,1954,2396,2536,2015,1432,1035,1059,1037,867,651,487,463,405,347,215,94,109,1989,2351,2632,2055,1541,1079,937,945,653,486,315,321,309,190,139,53,42,3943,4747,5168,4070,2973,2114,1996,1982,1520,1137,802,784,714,537,354,147,151
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Gatebe,RW4406,7553,6979,14532,778,1003,1182,861,550,503,466,554,383,342,235,220,157,134,81,61,43,798,1006,1188,915,585,516,388,420,300,244,158,156,118,95,50,26,16,1576,2009,2370,1776,1135,1019,854,974,683,586,393,376,275,229,131,87,59
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Gitovu,RW4407,3023,2826,5849,336,405,417,372,280,208,163,188,161,126,100,90,60,50,24,28,15,350,416,420,365,315,205,160,131,111,97,79,59,56,26,16,13,7,686,821,837,737,595,413,323,319,272,223,179,149,116,76,40,41,22
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Kagogo,RW4408,10827,10458,21285,1331,1506,1482,1238,952,792,729,666,491,398,320,266,237,153,122,81,63,1426,1475,1562,1202,1007,763,645,658,399,351,246,229,196,145,83,44,27,2757,2981,3044,2440,1959,1555,1374,1324,890,749,566,495,433,298,205,125,90
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Kinoni,RW4409,6581,6239,12820,621,880,916,818,596,432,414,430,355,280,218,179,159,133,65,44,41,670,886,911,844,632,412,383,385,299,227,142,170,107,89,46,22,14,1291,1766,1827,1662,1228,844,797,815,654,507,360,349,266,222,111,66,55
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Kinyababa,RW4410,9562,8684,18246,1031,1309,1568,1101,836,569,581,580,433,383,265,265,216,213,99,62,51,947,1235,1548,1065,846,586,507,447,358,348,194,182,181,120,57,37,26,1978,2544,3116,2166,1682,1155,1088,1027,791,731,459,447,397,333,156,99,77
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Kivuye,RW4411,6876,6253,13129,779,899,1072,804,571,436,420,484,322,265,199,192,153,120,72,46,42,787,873,997,843,570,461,366,308,274,208,149,140,110,88,45,20,14,1566,1772,2069,1647,1141,897,786,792,596,473,348,332,263,208,117,66,56
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Nemba,RW4412,8974,7918,16892,989,1162,1244,1040,800,602,645,578,466,378,260,229,208,167,106,50,50,961,1200,1199,1007,732,556,540,465,316,245,185,179,153,98,41,24,17,1950,2362,2443,2047,1532,1158,1185,1043,782,623,445,408,361,265,147,74,67
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Rugarama,RW4413,12870,12475,25345,1392,1786,1941,1563,1165,784,811,826,544,477,374,342,311,220,159,99,76,1444,1785,1930,1585,1249,867,707,760,526,423,288,280,246,179,106,66,34,2836,3571,3871,3148,2414,1651,1518,1586,1070,900,662,622,557,399,265,165,110
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Rugengabari,RW4414,11814,10528,22342,1432,1574,1582,1377,1010,828,740,773,569,481,377,336,313,199,98,68,57,1372,1546,1456,1317,1131,832,630,483,425,324,266,277,217,141,60,32,19,2804,3120,3038,2694,2141,1660,1370,1256,994,805,643,613,530,340,158,100,76
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Ruhunde,RW4415,8031,7167,15198,859,1086,1182,930,690,519,557,534,414,300,253,215,182,145,84,38,43,861,1078,1148,933,694,458,443,435,287,208,164,162,117,88,53,22,16,1720,2164,2330,1863,1384,977,1000,969,701,508,417,377,299,233,137,60,59
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Rusarabuye,RW4416,11448,11163,22611,1244,1526,1751,1449,939,711,697,784,517,436,317,300,262,246,126,71,72,1296,1683,1768,1379,1109,747,625,618,519,368,283,275,218,137,80,33,25,2540,3209,3519,2828,2048,1458,1322,1402,1036,804,600,575,480,383,206,104,97
2023,RWA,Rwanda,RW,Northern Province,RW4,Burera,RW44,Rwerere,RW4417,8319,7595,15914,918,1063,1106,1065,789,586,486,507,432,338,233,227,202,175,101,48,43,958,1020,1168,1088,815,592,419,367,310,245,158,151,117,90,61,21,15,1876,2083,2274,2153,1604,1178,905,874,742,583,391,378,319,265,162,69,58
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Busengo,RW4201,9279,8493,17772,1012,1253,1167,908,927,753,714,619,431,381,294,303,191,133,86,67,40,1047,1268,1213,891,776,664,532,479,352,299,245,272,191,130,68,45,21,2059,2521,2380,1799,1703,1417,1246,1098,783,680,539,575,382,263,154,112,61
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Coko,RW4202,8159,7598,15757,758,956,1018,772,722,695,658,664,488,354,261,223,204,158,121,76,31,865,911,964,855,680,635,523,559,432,279,198,216,185,138,82,53,23,1623,1867,1982,1627,1402,1330,1181,1223,920,633,459,439,389,296,203,129,54
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Cyabingo,RW4203,8077,7361,15438,755,1008,1099,881,694,587,601,570,437,347,246,249,218,168,99,81,37,753,1094,1058,870,637,499,501,486,346,300,218,182,173,105,74,47,18,1508,2102,2157,1751,1331,1086,1102,1056,783,647,464,431,391,273,173,128,55
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Gakenke,RW4204,11495,10491,21986,1283,1455,1368,1168,1166,994,865,756,593,456,331,286,303,188,127,98,58,1198,1474,1368,1224,1089,862,706,640,506,371,246,240,209,166,110,48,34,2481,2929,2736,2392,2255,1856,1571,1396,1099,827,577,526,512,354,237,146,92
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Gashenyi,RW4205,9607,8604,18211,942,1226,1204,992,879,795,726,649,532,364,326,287,265,175,131,79,35,1044,1205,1169,1017,811,687,585,497,426,260,214,207,175,139,87,52,29,1986,2431,2373,2009,1690,1482,1311,1146,958,624,540,494,440,314,218,131,64
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Janja,RW4206,7675,6936,14611,803,1029,1026,834,659,583,571,509,359,300,237,241,191,167,66,57,43,802,1033,995,766,616,494,434,419,283,280,219,193,148,130,62,39,23,1605,2062,2021,1600,1275,1077,1005,928,642,580,456,434,339,297,128,96,66
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Kamubuga,RW4207,10560,9533,20093,1321,1580,1307,1067,971,808,707,616,494,386,352,336,251,182,76,50,56,1360,1518,1395,1131,981,762,531,410,335,262,218,234,198,98,57,22,21,2681,3098,2702,2198,1952,1570,1238,1026,829,648,570,570,449,280,133,72,77
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Karambo,RW4208,6055,5262,11317,608,715,722,611,595,494,424,395,343,269,205,205,190,103,92,46,38,630,755,719,567,558,433,346,278,210,178,148,151,106,94,45,30,14,1238,1470,1441,1178,1153,927,770,673,553,447,353,356,296,197,137,76,52
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Kivuruga,RW4209,9257,8308,17565,984,1224,1255,982,878,709,678,621,445,392,255,269,214,149,92,66,44,993,1163,1225,992,817,630,513,443,377,272,222,217,175,123,77,36,33,1977,2387,2480,1974,1695,1339,1191,1064,822,664,477,486,389,272,169,102,77
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Mataba,RW4210,7118,6652,13770,741,936,858,698,653,602,633,408,363,332,234,209,169,133,73,40,36,850,1039,906,704,621,516,481,311,267,259,167,166,174,93,58,23,17,1591,1975,1764,1402,1274,1118,1114,719,630,591,401,375,343,226,131,63,53
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Minazi,RW4211,6286,5650,11936,672,701,766,698,591,556,445,462,355,285,185,175,135,107,74,49,30,721,712,671,687,557,507,394,387,246,179,147,143,133,74,47,27,18,1393,1413,1437,1385,1148,1063,839,849,601,464,332,318,268,181,121,76,48
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Mugunga,RW4212,10320,9513,19833,1192,1427,1289,958,869,815,831,714,525,465,318,261,229,216,106,56,49,1190,1545,1337,950,849,692,666,538,417,362,290,242,176,105,84,45,25,2382,2972,2626,1908,1718,1507,1497,1252,942,827,608,503,405,321,190,101,74
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Muhondo,RW4213,9437,8721,18158,935,1055,1046,895,800,803,797,745,597,416,281,313,281,211,116,82,64,956,1021,1117,960,721,705,668,653,451,366,258,227,261,153,114,56,34,1891,2076,2163,1855,1521,1508,1465,1398,1048,782,539,540,542,364,230,138,98
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Muyongwe,RW4214,7171,6476,13647,750,891,919,669,539,554,577,548,473,255,236,228,175,167,105,53,32,760,836,875,731,557,479,444,432,366,209,194,179,142,125,89,38,20,1510,1727,1794,1400,1096,1033,1021,980,839,464,430,407,317,292,194,91,52
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Muzo,RW4215,11352,10109,21461,1267,1617,1460,1067,1030,826,937,805,519,458,350,310,290,184,100,79,53,1319,1539,1428,1072,921,720,667,512,387,425,310,255,240,159,79,46,30,2586,3156,2888,2139,1951,1546,1604,1317,906,883,660,565,530,343,179,125,83
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Nemba,RW4216,8025,7202,15227,813,1056,1008,863,780,661,540,548,383,327,249,223,188,154,110,80,42,810,1023,945,887,746,580,489,364,325,238,198,173,166,111,85,42,20,1623,2079,1953,1750,1526,1241,1029,912,708,565,447,396,354,265,195,122,62
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Ruli,RW4217,9790,9590,19380,922,973,1107,1000,960,899,785,798,620,477,290,279,233,188,125,71,63,951,1058,1100,1054,932,960,759,721,531,381,282,283,211,181,102,52,32,1873,2031,2207,2054,1892,1859,1544,1519,1151,858,572,562,444,369,227,123,95
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Rusasa,RW4218,8932,8036,16968,1008,1195,1187,861,773,655,640,608,494,407,269,262,209,173,83,63,45,1006,1227,1110,876,704,589,470,482,368,318,251,190,149,161,75,38,22,2014,2422,2297,1737,1477,1244,1110,1090,862,725,520,452,358,334,158,101,67
2023,RWA,Rwanda,RW,Northern Province,RW4,Gakenke,RW42,Rushashi,RW4219,8363,7666,16029,766,939,1037,926,680,685,636,645,513,377,268,237,250,168,118,73,45,808,927,1069,920,648,617,521,579,378,273,197,206,217,132,98,47,29,1574,1866,2106,1846,1328,1302,1157,1224,891,650,465,443,467,300,216,120,74
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Bukure,RW4501,9022,8802,17824,1095,1188,1245,844,747,575,586,670,578,376,259,255,183,161,136,64,60,1150,1268,1218,978,756,562,564,615,462,310,199,268,180,136,78,36,22,2245,2456,2463,1822,1503,1137,1150,1285,1040,686,458,523,363,297,214,100,82
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Bwisige,RW4502,2818,2640,5458,300,372,402,342,233,179,172,200,151,131,74,73,72,50,38,15,14,290,373,404,337,226,174,143,158,137,103,78,64,59,46,27,12,9,590,745,806,679,459,353,315,358,288,234,152,137,131,96,65,27,23
